strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
040201020304,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020305,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020306,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020307,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020308,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020309,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020401,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020402,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020403,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020404,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020405,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020406,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020407,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020408,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201020409,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030102,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030103,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030104,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030105,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030106,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030107,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030108,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030109,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030202,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030203,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030204,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030205,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030206,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030207,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201030208,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201040104,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201040105,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201040107,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201040108,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201040201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201040203,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201040204,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201040205,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201040207,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040201040208,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010403,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010405,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010406,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010407,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030104,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030105,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030106,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030202,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030203,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030204,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030205,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030206,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301050201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060102,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060103,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060104,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060105,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060106,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060301,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060302,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060303,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060304,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060305,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060306,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060307,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060308,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060401,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060404,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080202,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080203,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080204,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080205,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040302020101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040302020102,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040302020103,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040302020202,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010102,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010103,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010104,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010105,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010106,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010205,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010206,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010207,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010301,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010302,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010303,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041401020101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041401020102,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041401020302,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041401020303,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501011204,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501011301,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501011401,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501011402,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501011403,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501011404,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501020101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501020102,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501020103,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501020201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501020202,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501020203,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501020301,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501020302,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501020303,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501020401,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501020402,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041501020403,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010103,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010104,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010105,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010106,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010107,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010108,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010109,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010111,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010202,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010203,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010204,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010205,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010206,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010301,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010302,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503010303,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020102,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020103,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020202,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020203,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020301,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020302,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020303,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020304,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020401,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020402,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020501,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020502,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020503,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020504,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020601,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020602,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020603,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020604,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020701,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020702,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020801,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020802,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020803,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020804,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020901,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020902,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020903,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503020904,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503021001,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503021002,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503021003,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030102,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030103,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030202,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030203,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030204,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030205,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030301,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030302,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030303,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030401,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030402,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030403,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030501,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030502,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030503,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030504,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503030505,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040102,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040202,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040203,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040204,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040301,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040302,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040303,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040401,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040402,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040403,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040404,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040405,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040406,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040501,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503040502,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050203,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050401,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050402,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050403,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050404,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050405,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050406,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050407,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050408,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050409,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050501,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050502,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050503,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050504,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050505,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050506,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050507,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050601,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050602,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050603,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050604,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050701,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050702,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050703,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050704,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050705,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050706,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060102,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060103,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060202,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060203,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060204,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060205,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060206,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060207,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060301,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060302,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060303,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060304,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060305,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060401,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060402,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060403,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060404,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060405,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060406,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060407,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060408,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503060409,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070102,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070103,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070104,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070202,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070203,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070204,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070205,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070301,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070302,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070303,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070304,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070305,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503070306,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080102,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080103,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080104,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080201,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080202,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080203,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080204,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080205,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080301,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080302,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080303,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080304,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080401,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080402,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080403,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080404,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080406,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080501,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080502,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503080503,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500010802,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500010803,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500010901,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500010902,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500010903,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500011001,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500011002,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500011003,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500011101,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500011102,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500011503,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500011504,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500011505,mFISHx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
