strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
170402091005,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402121201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402121202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402121203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402121204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402121205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402121206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402121207,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402121208,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140107,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140108,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140207,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140401,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140402,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140403,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140404,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140405,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140501,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140502,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140503,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140601,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140602,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140603,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140604,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140605,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140606,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140607,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140608,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140609,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140701,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140702,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140703,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402140704,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150304,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150401,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150402,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150403,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150404,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150405,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150406,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150407,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150408,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150501,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150502,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150503,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150504,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150505,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150601,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150602,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150603,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150604,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150605,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402150606,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160107,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160108,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160109,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160110,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160304,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402160305,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170401,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170402,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170403,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170501,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170502,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170503,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170504,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170601,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170602,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170603,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170604,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170701,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170702,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170703,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170704,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402170705,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180304,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180401,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180402,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180403,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180501,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180502,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180503,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180504,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180505,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180506,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180507,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180601,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180602,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180603,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180604,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180605,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180606,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180607,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180608,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180701,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180702,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180703,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180704,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180705,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180706,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180801,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180802,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180803,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180804,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180805,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402180900,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190107,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190304,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190305,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190401,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190402,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190403,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190501,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190502,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190503,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190504,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190505,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190601,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190602,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190603,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190604,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190605,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190701,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190702,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190703,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190704,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190705,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190706,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190801,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190802,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190803,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190901,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190902,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190903,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190904,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190905,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402190906,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200207,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200304,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200305,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200306,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200307,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200401,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200402,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200403,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200501,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200502,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200503,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402200504,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210401,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210402,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210403,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210501,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210502,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210503,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210601,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210602,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210603,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210604,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210801,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210802,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170402210804,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010304,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010305,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010306,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010601,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010602,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010603,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010604,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010605,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010606,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010701,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010702,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010703,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010704,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010801,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010802,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010803,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010804,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010805,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010806,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010807,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010808,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010901,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010902,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010903,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010904,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010905,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501010906,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501011001,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501011002,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501011003,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501011004,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501011005,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501011007,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501011101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501011102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501011103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501011106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
