strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
040202010206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010207,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010208,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010209,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010210,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010211,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010212,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010213,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010304,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010305,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010306,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010401,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010402,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010403,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010404,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010405,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010406,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010407,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020107,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020304,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020305,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020401,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020402,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020403,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020404,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020501,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020502,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020503,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020504,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020505,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020506,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020507,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202020508,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202030206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301060402,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070107,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070108,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070109,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070110,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070111,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070304,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301070305,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080304,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080305,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080306,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080307,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080309,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080403,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090107,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090402,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301090403,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100107,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100108,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100109,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100110,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100111,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100304,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100305,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100306,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100307,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301100308,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110107,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110207,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110208,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110209,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110210,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110211,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301110212,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120107,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120108,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120109,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120110,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120207,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120208,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120209,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301120210,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060207,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060304,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060305,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060306,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060307,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060308,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060309,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060310,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060401,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060402,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060403,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060404,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060405,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060406,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060407,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060408,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060409,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060410,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060411,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060412,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060501,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060502,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060503,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060504,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060505,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060506,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060507,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060508,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060509,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060601,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060602,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060603,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601060604,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070107,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070108,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070109,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070110,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070207,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070208,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070209,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070210,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070211,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070212,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070213,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601070214,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010207,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700010303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020103,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020104,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020105,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020106,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020201,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020202,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020203,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020204,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020205,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020206,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020207,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020208,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020209,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020210,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020211,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020301,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020302,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020303,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020304,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020305,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020306,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020307,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040700020308,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070101010703,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070101010801,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070101010802,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070101010803,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070101010902,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070101010903,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070101010907,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070101010908,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070101010909,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070101030101,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070101030102,mAMMAx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
